"""Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018""";;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público ;;;;
2013;B1301837200000;"""O Concurso""";Pedro Vasconcelos;Ficção;"""Globo Filmes""";RJ;"""Filmland Internacional/Paris Entretenimento""";SP/SP;Downtown/Paris;355;"""14125213.83""";1,320,102;;;;
2013;B1201626900000;"""O dia que durou 21 anos""";Camilo Tavares;Documentário;"""Pequi Filmes""";SP;""" -"""; -;Pequi Filmes;14;"""262474.4""";25,085;;;;
2013;B1301887000000;"""O Exercício do Caos""";Frederico Machado;Ficção;"""Lume Filmes""";MA;""" -"""; -;Lume;9;"""37326.8""";4,88;;;;
2013;B1301898100000;"""O Inventor de Sonhos""";Ricardo Nauenberg;Ficção;"""Indústria Imaginária""";RJ;""" -"""; -;Europa;34;"""41410.44""";3,708;;;;
2013;B1101445400000;"""O País do Desejo""";Paulo Caldas;Ficção;"""Bananeira Filmes/Cena Dois Produções""";RJ;"""99 Produções""";PE;Califórnia;9;"""18039.76""";1,699;;;;
2013;B1301806500000;"""O Primeiro Dia de um Ano Qualquer""";Domingos de Oliveira;Ficção;"""Teatro Ilustre Produções Artísticas""";RJ;"""Canal Brasil/Forte Filmes""";RJ/RJ;Forte Filmes;3;"""14763.08""";1,158;;;;
2013;B1201636000000;"""O que se move""";Caetano Gotardo;Ficção;"""Dezenove Som e Imagens""";SP;""" -"""; -;Lume;8;"""22513.88""";1,975;;;;
2013;B1301816900000;"""O Renascimento do Parto - O filme""";Eduardo Chauvet;Documentário;"""Érica de Paula/Masterbrasil Filmes, TV e Marketing Digital""";DF;""" -"""; -;Espaço Filmes ;19;"""328817.61""";30,127;;;;
2013;B1201698500000;"""O Som ao Redor""";Kleber Mendonça Filho;Ficção;"""CinemaScópio""";PE;""" -"""; -;Vitrine Filmes;24;"""980975.07""";95,515;;;;
2013;B1301930900000;"""O Tempo e o Vento""";Jayme Monjardim;Ficção;"""Nexus Cinema""";SP;"""Globo Filmes/Infinito Produções""";RJ/RJ;Downtown/Paris;217;"""7721840.78""";711,515;;;;
2013;B1301781700000;"""Odeio o dia dos namorados""";Roberto Santucci;Ficção;"""Glaz Entretenimento""";RJ;""" -"""; -;Disney;325;"""4492895""";457,523;;;;
2013;B1101505000000;"""Olhe pra mim de novo""";Claudia Priscilla/Kiko Goifman;Documentário;"""Paleo TV""";SP;""" -"""; -;Paleotv;2;"""6025.7""";1,431;;;;
2013;B1301824300000;"""Paixão e Acaso""";Domingos de Oliveira;Ficção;"""Teatro Ilustre Produções Artísticas""";RJ;"""Canal Brasil/Forte Filmes""";RJ/RJ;Forte Filmes;3;"""10624.73""";844;;;;
2013;B1301740400000;"""Paulo Moura - Alma Brasileira""";Eduardo Escorel;Documentário;"""Cinefilmes""";RJ;""" -"""; -;Espaço Filmes/Videofilmes;12;"""31127.04""";2,603;;;;
2013;B1301772600000;"""Por que você partiu?""";Eric Belhassen;Documentário;"""Boca a Boca Filmes""";SP;"""Teleimage""";SP;Imovision;4;"""36875.48""";2,887;;;;
2013;B1301936500000;"""Por Trás do Véu""";Emiliano Ribeiro;Documentário;"""Ipê Artes""";RJ;""" -"""; -;Downtown;1;"""232""";15;;;;
2013;B1301803700000;"""Pra lá do mundo""";Roberto Studart;Documentário;"""Primitivo/Truque""";SP/BA;""" -"""; -;Pandora;4;"""11688.05""";1,827;;;;
2013;B1201652700000;"""Pulmão da Arquibancada""";Marcel Costa/Pedro Von Krüger;Documentário;"""Com Domínio Filmes/Filmes do Bem""";RJ;""" -"""; -;ArtHouse;2;"""2021.42""";150;;;;
2013;B1301743300000;"""Qual é o teu Negócio?""";Sérgio Gagliardi;Documentário;"""DGT Filmes""";SP;""" -"""; -;Brazukah Produções Culturais;2;"""1300.19""";153;;;;
2013;B1301916600000;"""Quase um tango""";Sérgio Silva;Ficção;"""Producers - NGM Produções""";RS;"""Gisele Cardoso Hiltl/Sérgio Silva"""; -;NGM Produções;ND;"""ND""";ND;;;;
2013;B1301784200000;"""Raça""";Joel Zito Araújo;Documentário;"""Casa de Criação Cinema""";RJ;""" -"""; -;Espaço Filmes ;8;"""24601.55""";2,112;;;;
2013;B1101519300000;"""Rânia""";Roberta Marques;Ficção;"""Latitude Sul Filmes""";CE;""" -"""; -;Tucumán;4;"""9544.24""";971;;;;
2013;B1301823200000;"""Rapsódia Armênia""";Cassiana Dher Haroutiounian/Cesar Gananian/Gary Gananian;Documentário;"""Cassiana Dher Haroutiounian/Cesar Gananian/Gary Gananian""";SP;""" -"""; -;Cesar Augusto Gananian;1;"""13260.91""";867;;;;
2013;B1301925900000;"""Repare Bem""";Maria de Medeiros;Documentário;"""Instituto Via Br""";SP;""" -"""; -;Instituto Via BR;5;"""18524.9""";1,57;;;;
2013;B1101493300000;"""Réquiem para Laura Martin""";Luiz Rangel/Paulo Wenceslau Duarte;Ficção;"""Amazonas Filmes""";SP;""" -"""; -;FM Produções;2;"""1276.99""";120;;;;
2013;B1101438100000;"""Reus""";Alejandro Pi/Eduardo Piñero/Pablo Fernández;Ficção;"""Panda Filmes""";RS;""" -"""; -;Panda Filmes;1;"""374""";37;;;;
2013;B1302007900000;"""Santo Marcos, Goleiro de Placa""";Thiago di Fiori;Documentário;"""Contém Conteúdo""";SP;""" -"""; -;Maff Representação e Participação;11;"""32997.93""";2,557;;;;
2013;B1301963900000;"""São Silvestre""";Lina Chamie;Documentário;"""Bossa Nova Films""";SP;"""Girafa Filmes""";SP;Pandora;3;"""17973.12""";1,622;;;;
2013;B1301898000000;"""Satyrianas, 78horas em 78 min""";Daniel Gaggini/Fausto Noro/Otavio Pacheco;Documentário;"""Muk Produções/Na Laje Filmes""";SP;"""Teleimage""";SP;Vitrine Filmes;1;"""1116.44""";87;;;;
2013;B1301917000000;"""Se puder,,,dirija!""";Paulo Fontenelle;Ficção;"""Total Entertainment""";RJ;""" -"""; -;Disney;471;"""4454754""";360,808;;;;
2013;B1201698400000;"""Segredos da tribo""";José Padilha;Documentário;"""Zazen Produções""";RJ;""" -"""; -;Zazen;2;"""6272""";775;;;;
2013;B1301969600000;"""Serra Pelada""";Heitor Dhalia;Ficção;"""Casablanca Content/Paranoid Filmes""";SP;"""Globo Filmes""";RJ;Warner;332;"""4219527""";405,688;;;;
2013;B1301836900000;"""Serra pelada – A lenda da montanha de ouro""";Victor Lopes;Documentário;"""TV Zero""";RJ;"""TV Zero/Nova Triniti Comunicação""";RJ/RJ;TV Zero Cinema;3;"""6332.82""";797;;;;
2013;B1301776900000;"""Simone""";Juan Zapata;Ficção;"""Zapata Filmes""";RS;""" -"""; -;Tucumán;5;"""5909.28""";815;;;;
2013;B1201682600000;"""Sobral - o Homem que Não tinha Preço""";Paula Fiuza;Documentário;"""Canal Laranja Produções""";RJ;"""Casé Filmes""";RJ;Serendip;14;"""51515.22""";4,55;;;;
2013;B1301888400000;"""Solidões""";Oswaldo Montenegro;Ficção;"""Oswaldo Montenegro Produções Artísticas""";RJ;"""Canal Brasil""";RJ;Oswaldo Montenegro Produções Artísticas;6;"""29109.04""";1,971;;;;
2013;B1301773400000;"""Somos tão jovens""";Antonio Carlos da Fontoura;Ficção;"""Canto Claro Produções Artísticas""";RJ;""" -"""; -;Imagem/Fox;565;"""18253649.24""";1,715,763;;;;
2013;B1301808000000;"""Sorria, Você esta na Barra""";Izabel Jaguaribe;Documentário;"""Tambellini Filmes""";RJ;"""Jaguar Produções Artísticas""";RJ;Videofilmes;2;"""798.11""";62;;;;
2013;B1101521000000;"""Super Nada""";Rubens Rewald;Ficção;"""Confeitaria de Cinema""";SP;""" -"""; -;Lume;7;"""29434.12""";2,842;;;;
2013;B1201639800000;"""Tabu""";Miguel Gomes;Ficção;"""Gullane""";SP;""" -"""; -;Espaço Filmes ;3;"""246246.07""";22,745;;;;
2013;B1301712200000;"""Tainá - A Origem""";Rosane Svartman;Ficção;"""Sincrocine""";RJ;"""Estudios Quanta""";SP;Downtown/Sony/RioFilme;195;"""3099476.47""";353,69;;;;
2013;B1301947600000;"""Tatuagem""";Hilton Lacerda;Ficção;"""Rec Produtores Associados""";PE;""" -"""; -;Imovision;22;"""448762.43""";46,618;;;;
2013;B1301981200000;"""Tokiori - Dobras do Tempo""";Paulo Pastorelo;Documentário;"""Primo Filmes""";SP;"""Paulo Pastorelo"""; -;Lume;2;"""5263.18""";540;;;;
2013;B1101372000000;"""Trampolim do Forte""";João Rodrigo Mattos;Ficção;"""DocDoma Filmes""";BA;""" -"""; -;Pipa;5;"""21156.8""";2,616;;;;
2013;B1201580500000;"""Uma história de amor e fúria""";Luiz Bolognesi;Animação;"""Buriti Filmes""";SP;"""Gullane/Lightstar Studios""";SP/SP;Europa;65;"""296444.48""";30,456;;;;
2013;B1301733000000;"""Vai que dá certo""";Maurício Farias;Ficção;"""Fraiha Produções""";RJ;""" -"""; -;Imagem;469;"""28990665.92""";2,729,340;;;;
2013;B1301979600000;"""Vazio Coração""";Alberto Araújo;Ficção;"""Kanal Cine e Vídeo""";GO;"""Teleimage/Moviecenter""";SP/SP;Califórnia;28;"""27563.59""";2,479;;;;
2013;B1301769500000;"""Vendo ou alugo""";Betse de Paula;Ficção;"""Aurora Cinematográfica""";RJ;"""Atitude Produções/Globo Filmes""";RJ/RJ;Europa/RioFilme;179;"""1648359.87""";152,303;;;;
2013;B1201667800000;"""Xico stockinger""";Frederico Mendina;Documentário;"""Pironauta""";RS;""" -"""; -;Lança Filmes;2;"""2479.33""";356;;;;
2012;B1201568300000;"""31 minutos – O filme""";Álvaro Díaz/Pedro Peirano;Ficção;"""Total Entertainment""";RJ;""" -"""; -;H2O Films/RioFilme;129;"""428958.47""";59,052;;;;
2012;B1201617100000;"""5 x Pacificação""";Cadu Barcelos/Luciano Vidigal/Rodrigo Felha/Wagner Novais;Documentário;"""Luz Mágica Produções""";RJ;""" -"""; -;H2O Films/RioFilme;16;"""40665.5""";6,296;;;;
2012;B1201605900000;"""À Beira do Caminho""";Breno Silveira;Ficção;"""Conspiração Filmes""";RJ;"""Teleimage""";SP;Fox;218;"""1484420.77""";159,109;;;;
2012;B1101537900000;"""A Música segundo Tom Jobim""";Dora Jobim/Nelson Pereira dos Santos;Documentário;"""Regina Filmes""";RJ;""" -"""; -;Sony;21;"""863590.25""";74,901;;;;
2012;B1201572300000;"""A Novela das Oito""";Odilon Rocha;Ficção;"""Geração Conteúdo/Odilon Rocha""";SP;""" -"""; -;Universal;21;"""50074""";5,147;;;;
2012;B1101510400000;"""Antônio Conselheiro – O taumaturgo dos sertões""";José Walter Lima;Ficção;"""VPC Cinemavídeo""";BA;""" -"""; -;VPC Cinemavídeo;6;"""14074.5""";1,856;;;;
2012;B1101427000000;"""Área Q""";Gerson Sanginitto;Ficção;"""Sophia Filmes""";RJ;"""Estação Luz Filmes/ATC Entretenimentos""";CE/CE;Califórnia;64;"""393592.81""";38,739;;;;
2012;B1201569200000;"""Argus Montenegro e a Instabilidade do Tempo Forte""";Pedro Isaias Lucas;Documentário;"""Artéria Filmes""";RS;"""Okna Produções""";RS;Okna Produções;2;"""2207""";447;;;;
2012;B1101519200000;"""As Aventuras de Agamenon, o Repórter""";Victor Lopes;Ficção;"""Globo Filmes""";RJ;"""Tambellini Filmes/Aranha Redatores/M Madureira Redatores/Sambascope Produções""";RJ/RJ/RJ/RJ;Downtown/Paris/RioFilme;244;"""9335915.91""";937,98;;;;
2012;B1201670700000;"""Astro, Uma fábula urbana em um Rio de Janeiro mágico""";Paula Trabulsi;Ficção;"""Asas""";SP;"""Bossa Nova Films""";SP;Elo Company;7;"""8576.42""";681;;;;
2012;B1201657700000;"""Até que a Sorte nos Separe""";Roberto Santucci;Ficção;"""Gullane""";SP;"""Globo Filmes/Telecine""";RJ/RJ;Downtown/Paris/RioFilme;425;"""34712891.76""";3,417,510;;;;
2012;B1101537800000;"""Billi Pig""";José Eduardo Belmonte;Ficção;"""Bananeira Filmes""";RJ;"""Film Noise/Globo Filmes""";SP/RJ;Imagem;211;"""2483318.24""";257,664;;;;
2012;B1201623700000;"""Boca""";Flavio Frederico;Ficção;"""Kinoscópio""";SP;"""TC Filmes""";SP;Vinny filmes ;26;"""125472.38""";11,959;;;;
2012;B1201627800000;"""Brichos - A floresta é nossa""";Paulo Munhoz;Animação;"""Tecnokena""";PR;""" -"""; -;Signopus;26;"""134098.41""";16,593;;;;
2012;B1201586300000;"""Cara ou coroa""";Ugo Giorgetti;Ficção;"""SP Filmes de São Paulo""";SP;"""Bossa Nova Films/SP Filmes de São Paulo/Secretaria Municipal de Cultura de São Paulo/Locall""";SP/SP/SP/SP;Espaço Filmes ;14;"""83655.05""";7,719;;;;
2012;B1101504000000;"""Circular""";Adriano Esturilho/Aly Muritiba/Bruno de Oliveira/Diego Florentino/Fábio Allon;Ficção;"""Grafo Audiovisual/Processo Multiartes""";PR;""" -"""; -;Grafo Audiovisual;4;"""17365.1""";2,068;;;;
2012;B1201641300000;"""Clementina de Jesus - Rainha Quelé""";Werinton Kermes;Documentário;"""Werinton Kermes""";SP;""" -"""; -;Werinton Kermes Telles Marsal;ND;"""ND""";ND;;;;
2012;B1201663500000;"""Cocoricó conta clássicos""";Fernando Gomes;Ficção;"""TV Cultura""";SP;""" -"""; -;Mobz;13;"""34233.47""";2,77;;;;
2012;B1201564400000;"""Constantino""";Otavio Cury;Documentário;"""In Brasil Cultural/Outros Filmes""";SP;""" -"""; -;Outros Filmes Produções;1;"""2933.5""";472;;;;
2012;B1201613900000;"""Construção""";Carolina Sá;Documentário;"""Doralice Filmes/Samba Filmes""";RJ;""" -"""; -;Espaço Filmes ;6;"""10547.19""";909;;;;
2012;B1201676700000;"""Contos Gauchescos""";Henrique de Freitas Lima;Ficção;"""Cinematográfica Pampeana""";RS;""" -"""; -;Empresa Cinematográfica Pampeana;6;"""8524.81""";970;;;;
2012;B1101524900000;"""Coração do samba""";Theresa Jessouroun;Documentário;"""Kinofilmes""";RJ;"""EBC TV Brasil/TV Zero""";DF/RJ;Kinofilmes Produções;1;"""3233""";291;;;;
2012;B1101420100000;"""Corações Sujos""";Vicente Amorim;Ficção;"""Mixer Films""";SP;"""Globo Filmes/Lereby""";RJ/RJ;Downtown;35;"""452177.72""";42,297;;;;
2012;B1201630700000;"""Curitiba Zero Grau""";Eloi Pires Ferreira;Ficção;"""Camarada Filmes/Tigre Produções Cinematográficas""";PR;"""Camarada Filmes""";PR;Tigre Produções Cinematográficas;8;"""47125.51""";19,674;;;;
2012;B1201676800000;"""De pernas pro ar 2""";Roberto Santucci;Ficção;"""Morena Filmes""";RJ;"""Globo Filmes/Marcelo Saback/Paulo Cursino""";RJ;Downtown/Paris/RioFilme;718;"""50312134.36""";4,846,273;;;;
2012;B1201541400000;"""Dia de Preto""";Daniel Mattos/Marcial Renato/Marcos Felipe;Ficção;"""Maxie Demian""";RJ;"""Cinerama Brasilis""";RJ;Maxie Demian;6;"""2015""";283;;;;
2012;B1201686700000;"""Dino Cazzola – Uma filmografia de Brasília""";Andrea Prates/Cleisson Vidal;Documentário;"""Terra Firme Produtora""";SP;""" -"""; -;Terra Firme;3;"""5776""";548;;;;
2012;B1201652600000;"""Disparos""";Juliana Reis;Ficção;"""Escrevendo & Filmes""";RJ;"""Diversid´Arte Produções""";RJ;H2O Films;16;"""49491.55""";5,255;;;;
2012;B1101535300000;"""Dois coelhos""";Afonso Poyart;Ficção;"""Black Maria""";SP;""" -"""; -;Imagem;236;"""3315434.89""";336,46;;;;
2012;B1201586400000;"""E a Vida Continua""";Paulo Figueiredo;Ficção;"""Verouvir Produções/Versátil Digital Filmes""";SP;"""Versátil Digital Filmes""";SP;Paris;139;"""3880872.74""";370,842;;;;
2012;B1201586000000;"""E Aí, Comeu?""";Felipe Joffily;Ficção;"""Casé Filmes""";RJ;""" -"""; -;Downtown/Paris/RioFilme;514;"""26078324.43""";2,578,599;;;;
2012;B1201642000000;"""Era uma vez eu, Verônica""";Marcelo Gomes;Ficção;"""Rec Produtores Associados""";PE;"""Dezenove Som e Imagens""";SP;Imovision;13;"""212485.09""";20,956;;;;
2012;B1201682400000;"""Espia Só""";Saturnino Rocha;Documentário;"""Guarujá Produções""";RS;""" -"""; -;Ciclorama;4;"""1692""";322;;;;
2012;B1101528200000;"""Eu Receberia as Piores Notícias dos seus Lindos Lábios""";Beto Brant/Renato Ciasca;Ficção;"""Drama Filmes""";SP;""" -"""; -;Sony/RioFilme;32;"""538578.75""";47,366;;;;
2012;B1201564700000;"""Expedicionários""";Otavio Cury;Documentário;"""In Brasil Cultural/Outros Filmes""";SP;""" -"""; -;Outros Filmes Produções;2;"""546.5""";104;;;;
2012;B1201573200000;"""Febre do Rato""";Claudio Assis;Ficção;"""Belavista Cinema e Produção/Polo de Imagem""";RJ/SP;"""Perdidas Ilusões/República Pureza Filmes""";PE/RJ;Imovision;10;"""247282.58""";29,073;;;;
2012;B1201646900000;"""Futuro do pretérito: Tropicalismo now!""";Francisco Cesar Filho/Ninho Moraes;Documentário;"""Anhangabau Produções""";SP;"""Ana de Oliveira"""; -;Vitrine Filmes;3;"""7064.11""";730;;;;
2012;B1201558400000;"""Girimunho""";Clarissa Campolina/Helvécio Marins Jr,;Ficção;"""Anavilhana""";MG;"""Dezenove Som e Imagens""";SP;Vitrine Filmes;10;"""34818.9""";5,163;;;;
2012;B1201647100000;"""Gonzaga - De Pai para Filho""";Breno Silveira;Ficção;"""Conspiração Filmes/D+Filmes""";RJ;"""Globo Filmes/Guel Produtora""";RJ/RJ;Downtown/Paris/RioFilme;407;"""14654783.8""";1,460,494;;;;
2012;B1201553500000;"""Heleno""";José Henrique Fonseca;Ficção;"""RT Features/Zola Filmes""";SP/RJ;""" -"""; -;Downtown/RioFilme;64;"""1009429.37""";91,798;;;;
2012;B1101414400000;"""Histórias Que Só Existem Quando Lembradas""";Julia Murat;Ficção;"""Taiga Filmes e Vídeo""";RJ;""" -"""; -;Vitrine Filmes;6;"""81755.73""";8,824;;;;
2012;B0700792400000;"""Hotxuá""";Gringo Cardia/Leticia Sabatella;Documentário;"""Pedra Corrida Produções""";RJ;""" -"""; -;Caliban;4;"""40278.5""";4,493;;;;
2012;B1201543900000;"""Ibitipoca, droba pra lá""";Felipe Scaldini;Documentário;"""Ferro Velho Filmes""";MG;""" -"""; -;Lume;1;"""5318.76""";816;;;;
2012;B1201674600000;"""Infância Clandestina""";Benjamin Ávila;Ficção;"""Academia de Filmes""";SP;""" -"""; -;Imovision;17;"""379217.12""";32,908;;;;
2012;B1201650700000;"""Luto em Luta""";Pedro Serrano;Documentário;"""Like Filmes""";SP;""" -"""; -;Like Filmes;ND;"""ND""";ND;;;;
2012;B1001290000000;"""Luz nas Trevas - A Volta do Bandido da Luz Vermelha""";Ícaro Martins/Helena Ignez;Ficção;"""Mercúrio Produções""";SP;"""Canal Brasil""";RJ;Mercúrio produções;10;"""42378.9""";9,489;;;;
2012;B1101473200000;"""Mãe e Filha""";Petrus Cariry;Ficção;"""Iluminura Filmes""";CE;""" -"""; -;Lume;3;"""4277.55""";670;;;;
2012;B1201673600000;"""Marcelo Yuka no Caminho das Setas""";Daniela Broitman;Documentário;"""Videoforum Filmes""";SP;""" -"""; -;Tucumán;9;"""14303.68""";2,546;;;;
2012;B1201622800000;"""Marighella""";Isa Grinspum Ferraz;Documentário;"""Texto & Imagem""";SP;"""TC Filmes/Carlos Augusto Marighella""";SP;Downtown;12;"""52679.3""";5,439;;;;
2012;B1201616800000;"""Menos Que Nada""";Carlos Gerbase;Ficção;"""Prana Filmes""";RS;""" -"""; -;Prana Filmes;9;"""11253.9""";1,64;;;;
2012;B1201663700000;"""Muito além do Peso""";Estela Renner;Documentário;"""Maria Farinha Filmes""";SP;""" -"""; -;Ideias Maria Farinha;10;"""29153.99""";2,744;;;;
2012;B1201589400000;"""Mulher à Tarde""";Affonso Uchôa;Ficção;"""Affonso Uchôa""";MG;"""88 Produções""";MG;Affonso Uchôa;3;"""1488.5""";321;;;;
2012;B1201571900000;"""Na Estrada - On The Road""";Walter Salles;Ficção;"""Videofilmes""";RJ;""" -"""; -;Playarte;118;"""3310019.59""";289,507;;;;
2012;B1101457200000;"""O contestado – Restos mortais""";Sylvio Back;Documentário;"""Usina de Kyno""";PR;""" -"""; -;Espaço Filmes ;6;"""30907.22""";2,647;;;;
2012;B1201628500000;"""O diário de Tati""";Mauro Farias;Ficção;"""Bang Filmes""";RJ;"""Globo Filmes/Vinny Filmes""";RJ/SP;Vinny filmes ;102;"""1788157.7""";206,991;;;;
2012;B1101527800000;"""O Homem que não Dormia""";Edgard Navarro;Ficção;"""Truque""";BA;""" -"""; -;Pandora;6;"""30791.34""";4,047;;;;
2012;B1101512800000;"""O Liberdade""";Cintia Langie/Rafael Andreazza;Documentário;"""Moviola Filmes""";RS;""" -"""; -;Moviola Filmes;1;"""3009""";527;;;;
2012;B1101377500000;"""O Manuscrito Perdido""";José Barahona;Documentário;"""Refinaria Filmes""";RJ;""" -"""; -;Refinaria Produções;2;"""1012""";145;;;;
2012;B0700640600000;"""Onde a Coruja dorme""";Marcia Derraik/Simplicio Neto;Documentário;"""TV Zero""";RJ;""" -"""; -;RioFilme;8;"""34380.5""";3,649;;;;
2012;B1201681100000;"""Os Penetras""";Andrucha Waddington;Ficção;"""Conspiração Filmes""";RJ;"""Globo Filmes/Lereby/Teleimage""";RJ/RJ/SP;Warner;330;"""25613581""";2,548,441;;;;
2012;B1101509000000;"""Paraísos Artificiais""";Marcos Prado;Ficção;"""Zazen Produções""";RJ;""" -"""; -;Zazen;232;"""3963582.33""";402,852;;;;
2012;B1201554600000;"""Paralelo 10""";Silvio Da-Rin;Documentário;"""Diálogo Comunicação""";RJ;""" -"""; -;Gávea Filmes ;6;"""13480.21""";2,21;;;;
2012;B1201656300000;"""Peixonauta: Agente Secreto da O,S,T,R,A""";Celia Serra/Kiko Mistrorigo;Animação;"""TV Pinguim""";SP;""" -"""; -;Ab Filmes/Polifilmes;48;"""71933.36""";7,412;;;;
2012;B1201566400000;"""Ponto Org""";Patrícia Moran;Ficção;"""Anderson Faria Produções Cinematográficas""";MG;"""Dezenove Som e Imagens/Patrícia Moran""";SP/MG;Usina Digital;ND;"""ND""";ND;;;;
2012;B1201571700000;"""Quem se Importa?""";Mara Mourão;Documentário;"""Mamo Filmes""";SP;""" -"""; -;Imovision;5;"""92849.73""";7,811;;;;
2012;B1201567700000;"""Raul, o Início, o Fim e o Meio""";Evaldo Mocarzel/Walter Carvalho;Documentário;"""A,F, Cinema/Elixir Entretenimento""";SP;""" -"""; -;Paramount;36;"""1883285""";170,471;;;;
2012;B1201540200000;"""Reis e Ratos""";Mauro Lima;Ficção;"""Uns Produções e Filmes""";RJ;"""Globo Filmes/Guel Produtora""";RJ/RJ;Warner;172;"""1239304""";128,396;;;;
2012;B1201571600000;"""Romance de Formação""";Julia de Simone;Documentário;"""Matizar""";RJ;""" -"""; -;Espaço Filmes ;5;"""15015""";1,387;;;;
2012;B1101495900000;"""Sagrado Segredo""";André Luiz Oliveira;Documentário;"""André Luiz Oliveira/Asacine Produções""";DF;"""Gaia Filmes""";DF;Polifilmes/Asacine;5;"""4723.27""";499;;;;
2012;B1201554700000;"""Santos, 100 Anos de Futebol Arte""";Lina Chamie;Documentário;"""ESPN Brasil""";SP;"""Canal Azul""";SP;Canal Azul;2;"""7719""";691;;;;
2012;B1201686200000;"""São Paulo Companhia de Dança""";Evaldo Mocarzel;Documentário;"""Casa Azul Produções""";SP;"""Raiz Produções""";SP;Casa Azul;1;"""415""";39;;;;
2012;B1201652400000;"""Soberano 2 – A heróica conquista do mundial de 2005""";Carlos Nader/Mauricio Arruda;Documentário;"""G7 Cinema""";SP;""" -"""; -;G7 Cinema;51;"""161692.46""";13,609;;;;
2012;B1101513200000;"""Sudoeste""";Eduardo Nunes;Ficção;"""3 Tabela Filmes/Superfilmes/Tropical Storm Entertainment""";RJ/SP/RJ;""" -"""; -;Vitrine Filmes;3;"""24476.5""";2,805;;;;
2012;B1201659300000;"""Testemunha 4""";Marcelo Grabowsky;Documentário;"""Mirada Filmes""";RJ;"""Marcelo Grabowsky"""; -;Mirada Filmes;1;"""1756""";162;;;;
2012;B1201593600000;"""Totalmente inocentes""";Rodrigo Bittencourt;Ficção;"""Atitude Produções/Migdal Filmes""";RJ;"""Globo Filmes/RF Cine TV/Rodrigo Bittencourt""";RJ/RJ;Downtown/Paris/RioFilme;153;"""5372762.07""";523,577;;;;
2012;B1201600900000;"""Tropicália""";Marcelo Machado;Documentário;"""Bossa Nova Films""";SP;"""Record Entretenimento/Rede Record de Televisão""";SP/SP;Imagem;39;"""793467.49""";70,995;;;;
2012;B1001312000000;"""Um homem qualquer""";Caio Vecchio;Ficção;"""Encruzilhada Filmes""";SP;""" -"""; -;Pipa;9;"""8811.98""";1,093;;;;
2012;B1101467000000;"""Uma Longa Viagem""";Lucia Murat;Documentário;"""Lucia Murat/Taiga Filmes e Vídeo""";RJ;"""EBC TV Brasil""";DF;Vitrine Filmes;8;"""63640.26""";6,769;;;;
2012;B1101513100000;"""Vale dos Esquecidos""";Maria Raduan;Documentário;"""RT Features/Tucura Filmes""";SP;""" -"""; -;Espaço Filmes ;3;"""5151""";424;;;;
2012;B1201567200000;"""Violeta Foi Para o Céu""";Andrés Wood;Ficção;"""Bossa Nova Films""";SP;""" -"""; -;Imovision;11;"""362595.26""";37,243;;;;
2012;B1201667100000;"""Virando Bicho""";Alexandre Carvalho/Silvia Fraiha;Documentário;"""Fraiha Produções""";RJ;""" -"""; -;Fraiha Produções;24;"""10098.24""";980;;;;
2012;B1101526700000;"""Vou Rifar meu Coração""";Ana Rieper;Documentário;"""Amado Arte&Produção/Ana Rieper""";RJ;""" -"""; -;Vitrine Filmes;18;"""92521.82""";11,081;;;;
2012;B1201547400000;"""Xingu""";Cao Hamburger;Ficção;"""O2 Filmes""";SP;"""Globo Filmes""";RJ;Sony/Downtown;205;"""3898549.67""";378,087;;;;
2011;B1001247700000;"""180º""";Eduardo Vaisman;Ficção;"""Limite Produções""";RJ;"""Humaita Produções/Moviola Filmes""";RJ/RJ;Pandora;8;"""20437.89""";2,182;;;;
2011;B1101416000000;"""4 X Timão - a Conquista do Tetra""";Di Moretti;Documentário;"""Canal Azul""";SP;"""Band""";SP;Fox;1;"""1829""";131;;;;
2011;B1101441600000;"""A Alegria""";Felipe Bragança/Marina Meliande;Ficção;"""Duas Mariola Filmes""";RJ;"""Arissas Multimídia""";RJ;Espaço Filmes ;8;"""28519.15""";3,108;;;;
2011;B1101377300000;"""A Antropóloga""";Zeca Pires;Ficção;"""Mundo Imaginário Produções Cinematográficas""";SC;""" -"""; -;Imagem;3;"""63794.46""";5,584;;;;
2011;B1101379600000;"""A Casa de Sandro""";Gustavo Beck;Documentário;"""Enquadramento Produções/Yes Filmes""";SP/RJ;""" -"""; -;Enquadramento Produções;2;"""353""";56;;;;
2011;B1101396800000;"""A Falta que Nos Move""";Christiane Jatahy;Ficção;"""Tambellini Filmes""";RJ;"""Axis Produções Artísticas""";RJ;Espaço Filmes ;12;"""81849""";7,509;;;;
2011;B1001327400000;"""A Fuga da Mulher Gorila""";Felipe Bragança;Ficção;"""Duas Mariola Filmes""";RJ;""" -"""; -;Vitrine Filmes;5;"""1788.5""";353;;;;
2011;B0800959200000;"""À Margem do Lixo""";Evaldo Mocarzel;Documentário;"""Casa Azul Produções""";SP;""" -"""; -;Raiz Filmes;5;"""1493.53""";233;;;;
